	playerID	yearID_x	stint	teamID_x	lgID_x	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	yearID_y	teamID_y	lgID_y	G_all	GS	G_batting	G_defense	G_p	G_c	G_1b	G_2b	G_3b	G_ss	G_lf	G_cf	G_rf	G_of	G_dh	G_ph	G_pr
1309	silvaca01	2004	1	MIN	AL	33	3	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	MIN	AL	33	33.0	2	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1310	simonja01	2004	1	SLN	NL	15	2	1	1	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	SLN	NL	15	0.0	14	14.0	13	0	0	0	0	0	1	0	0	1	0.0	1.0	1.0
1311	simonra01	2004	1	PIT	NL	61	175	14	34	6	0	3	14.0	0.0	0.0	15	17.0	5.0	2.0	0.0	1.0	8.0	2004	PIT	NL	61	46.0	61	46.0	0	0	46	0	0	0	0	0	0	0	4.0	14.0	0.0
1315	simpsal01	2004	1	COL	NL	32	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	COL	NL	32	0.0	31	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1316	sizemgr01	2004	1	CLE	AL	43	138	15	34	6	2	4	24.0	2.0	0.0	14	34.0	0.0	5.0	0.0	2.0	0.0	2004	CLE	AL	43	38.0	43	42.0	0	0	0	0	0	0	0	42	0	42	0.0	1.0	1.0
1317	sledgte01	2004	1	MON	NL	133	398	45	107	20	6	15	62.0	3.0	3.0	40	66.0	4.0	1.0	6.0	1.0	2.0	2004	MON	NL	133	102.0	133	122.0	0	0	10	0	0	0	79	4	43	114	0.0	17.0	0.0
1318	smallaa01	2004	1	FLO	NL	7	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	FLO	NL	7	0.0	7	7.0	7	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1319	smithja05	2004	1	DET	AL	61	155	20	37	7	4	5	19.0	1.0	2.0	8	37.0	0.0	1.0	5.0	0.0	0.0	2004	DET	AL	61	40.0	61	55.0	0	0	0	34	5	20	0	0	0	0	2.0	7.0	4.0
1320	smithtr01	2004	1	ATL	NL	16	8	0	1	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	ATL	NL	16	4.0	14	16.0	16	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1321	smoltjo01	2004	1	ATL	NL	73	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	ATL	NL	73	0.0	69	73.0	73	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1324	snellia01	2004	1	PIT	NL	3	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	1.0	0.0	0.0	2004	PIT	NL	3	1.0	3	3.0	3	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1325	snowjt01	2004	1	SFN	NL	107	346	62	113	32	1	12	60.0	4.0	0.0	58	61.0	0.0	7.0	2.0	4.0	5.0	2004	SFN	NL	107	88.0	107	100.0	0	0	100	0	0	0	0	0	0	0	0.0	9.0	0.0
1326	snydech02	2004	1	ARI	NL	29	96	10	23	6	0	5	15.0	0.0	0.0	13	25.0	1.0	0.0	0.0	1.0	0.0	2004	ARI	NL	29	27.0	29	29.0	0	29	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1327	snydeea01	2004	1	BOS	AL	1	4	0	1	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	1.0	2004	BOS	AL	1	1.0	1	1.0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0
1328	soriaal01	2004	1	TEX	AL	145	608	77	170	32	4	28	91.0	18.0	5.0	33	121.0	4.0	10.0	0.0	7.0	7.0	2004	TEX	AL	145	145.0	145	142.0	0	0	0	142	0	0	0	0	0	0	3.0	0.0	0.0
1331	sosasa01	2004	1	CHN	NL	126	478	69	121	21	0	35	80.0	0.0	0.0	56	133.0	4.0	2.0	0.0	3.0	9.0	2004	CHN	NL	126	126.0	126	124.0	0	0	0	0	0	0	0	0	124	124	2.0	0.0	0.0
1332	sparkst01	2004	1	ARI	NL	29	31	0	4	0	0	0	1.0	0.0	0.0	0	14.0	0.0	0.0	1.0	0.0	0.0	2004	ARI	NL	29	18.0	27	29.0	29	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1333	speieju01	2004	1	TOR	AL	62	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	TOR	AL	62	0.0	6	62.0	62	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1334	spencsh01	2004	1	NYN	NL	74	185	21	52	10	1	4	26.0	6.0	0.0	13	37.0	0.0	2.0	2.0	2.0	1.0	2004	NYN	NL	74	39.0	74	63.0	0	0	1	0	0	0	43	6	19	62	1.0	21.0	2.0
1335	spiezsc01	2004	1	SEA	AL	112	367	38	79	12	3	10	41.0	4.0	1.0	36	60.0	2.0	4.0	2.0	6.0	7.0	2004	SEA	AL	112	96.0	112	106.0	0	0	42	0	66	0	0	0	0	0	2.0	4.0	2.0
1336	spiveju01	2004	1	MIL	NL	59	228	33	62	13	0	7	28.0	5.0	3.0	25	48.0	0.0	7.0	1.0	2.0	7.0	2004	MIL	NL	59	58.0	59	58.0	0	0	0	58	0	1	0	0	0	0	0.0	1.0	0.0
1338	stairma01	2004	1	KCA	AL	126	439	48	117	21	3	18	66.0	1.0	0.0	49	92.0	2.0	5.0	0.0	3.0	15.0	2004	KCA	AL	126	115.0	126	98.0	0	0	30	0	0	0	14	0	57	71	22.0	9.0	0.0
1341	stantmi02	2004	1	NYN	NL	83	2	0	1	0	0	0	1.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	NYN	NL	83	0.0	79	83.0	83	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1342	starkde01	2004	1	COL	NL	6	8	0	0	0	0	0	0.0	0.0	0.0	1	3.0	0.0	0.0	0.0	0.0	0.0	2004	COL	NL	6	6.0	6	6.0	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1348	stewash01	2004	1	MIN	AL	92	378	46	115	17	2	11	47.0	6.0	3.0	47	44.0	4.0	1.0	1.0	3.0	5.0	2004	MIN	AL	92	92.0	92	71.0	0	0	0	0	0	0	71	0	0	71	21.0	0.0	0.0
1349	stinnke01	2004	1	KCA	AL	20	59	10	18	0	0	3	7.0	0.0	0.0	5	16.0	0.0	2.0	3.0	0.0	0.0	2004	KCA	AL	20	17.0	20	20.0	0	20	0	0	0	0	0	0	0	0	0.0	0.0	1.0
1354	sturtta01	2004	1	NYA	AL	28	3	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	NYA	AL	28	3.0	3	28.0	28	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1355	stynech01	2004	1	PIT	NL	74	162	16	35	10	0	1	16.0	0.0	0.0	9	23.0	2.0	2.0	1.0	0.0	2.0	2004	PIT	NL	74	39.0	74	71.0	0	0	0	0	71	0	0	0	0	0	0.0	6.0	0.0
1357	suppaje01	2004	1	SLN	NL	31	57	3	4	0	0	0	0.0	0.0	0.0	1	11.0	0.0	0.0	7.0	0.0	1.0	2004	SLN	NL	31	31.0	30	31.0	31	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1358	surhobj01	2004	1	BAL	AL	100	343	49	106	12	1	8	50.0	2.0	0.0	30	46.0	2.0	1.0	3.0	1.0	9.0	2004	BAL	AL	100	87.0	100	78.0	0	0	10	0	0	0	34	0	38	70	18.0	9.0	1.0
1359	suttola01	2004	1	FLO	NL	8	5	0	1	0	0	0	1.0	0.0	0.0	1	2.0	0.0	0.0	0.0	0.0	0.0	2004	FLO	NL	8	0.0	8	1.0	0	0	1	0	0	0	0	0	0	0	0.0	7.0	0.0
1360	suzukic01	2004	1	SEA	AL	161	704	101	262	24	5	8	60.0	36.0	11.0	49	63.0	19.0	4.0	2.0	3.0	6.0	2004	SEA	AL	161	160.0	161	158.0	0	0	0	0	0	0	0	0	158	158	3.0	0.0	1.0
1361	sweenbr01	2004	1	SDN	NL	7	4	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	SDN	NL	7	2.0	6	7.0	7	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1362	sweenma01	2004	1	COL	NL	122	177	25	47	12	2	9	40.0	1.0	0.0	32	51.0	2.0	2.0	0.0	4.0	2.0	2004	COL	NL	122	33.0	122	42.0	0	0	15	0	0	0	9	0	20	28	4.0	82.0	0.0
1363	sweenmi01	2004	1	KCA	AL	106	411	56	118	23	0	22	79.0	3.0	2.0	33	44.0	9.0	6.0	0.0	2.0	7.0	2004	KCA	AL	106	102.0	106	55.0	0	0	55	0	0	0	0	0	0	0	48.0	3.0	1.0
1364	swishni01	2004	1	OAK	AL	20	60	11	15	4	0	2	8.0	0.0	0.0	8	11.0	0.0	2.0	0.0	1.0	2.0	2004	OAK	AL	20	18.0	20	17.0	0	0	3	0	0	0	12	1	4	16	2.0	1.0	1.0
1365	szumija01	2004	1	SDN	NL	7	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	SDN	NL	7	0.0	7	7.0	7	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1366	tadanka01	2004	1	CLE	AL	14	3	1	1	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	CLE	AL	14	4.0	2	14.0	14	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1367	tagucso01	2004	1	SLN	NL	109	179	26	52	10	2	3	25.0	6.0	3.0	12	23.0	1.0	2.0	10.0	3.0	6.0	2004	SLN	NL	109	36.0	109	103.0	0	0	0	0	0	0	53	31	28	103	0.0	19.0	4.0
1369	tankede01	2004	1	SDN	NL	9	8	0	2	0	0	0	1.0	0.0	0.0	1	4.0	0.0	0.0	1.0	0.0	0.0	2004	SDN	NL	9	6.0	8	9.0	9	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1371	taverwi01	2004	1	HOU	NL	10	1	2	0	0	0	0	0.0	1.0	0.0	0	1.0	0.0	0.0	1.0	0.0	0.0	2004	HOU	NL	10	0.0	10	7.0	0	0	0	0	0	0	2	4	1	7	0.0	0.0	6.0
1373	teixema01	2004	1	TEX	AL	145	545	101	153	34	2	38	112.0	4.0	1.0	68	117.0	12.0	10.0	0.0	2.0	6.0	2004	TEX	AL	145	144.0	145	143.0	0	0	142	0	0	0	0	0	7	7	2.0	1.0	0.0
1374	tejadmi01	2004	1	BAL	AL	162	653	107	203	40	2	34	150.0	4.0	1.0	48	73.0	6.0	10.0	0.0	14.0	24.0	2004	BAL	AL	162	162.0	162	162.0	0	0	0	0	0	162	0	0	0	0	0.0	0.0	0.0
1379	telemam01	2004	1	PHI	NL	42	4	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	PHI	NL	42	0.0	41	42.0	42	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1380	terrelu01	2004	1	ARI	NL	62	229	21	56	14	0	4	14.0	10.0	2.0	20	78.0	2.0	5.0	1.0	0.0	5.0	2004	ARI	NL	62	59.0	62	61.0	0	0	0	0	0	0	1	57	4	61	0.0	1.0	0.0
1381	thamema01	2004	1	DET	AL	61	165	24	42	12	0	10	33.0	0.0	1.0	16	42.0	0.0	2.0	0.0	1.0	3.0	2004	DET	AL	61	41.0	61	52.0	0	0	0	0	0	0	40	0	12	52	5.0	13.0	0.0
1383	thomach01	2004	1	ATL	NL	83	236	35	68	8	4	7	31.0	3.0	1.0	21	45.0	9.0	9.0	1.0	0.0	3.0	2004	ATL	NL	83	62.0	83	71.0	0	0	0	0	0	0	70	1	2	71	0.0	9.0	6.0
1384	thomafr04	2004	1	CHA	AL	74	240	53	65	16	0	18	49.0	0.0	2.0	64	57.0	3.0	6.0	0.0	1.0	2.0	2004	CHA	AL	74	69.0	74	4.0	0	0	4	0	0	0	0	0	0	0	65.0	5.0	0.0
1385	thomeji01	2004	1	PHI	NL	143	508	97	139	28	1	42	105.0	0.0	2.0	104	144.0	26.0	2.0	0.0	4.0	10.0	2004	PHI	NL	143	140.0	143	134.0	0	0	134	0	0	0	0	0	0	0	6.0	3.0	0.0
1386	thompri02	2004	1	KCA	AL	6	1	1	0	0	0	0	0.0	1.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1.0	2004	KCA	AL	6	0.0	6	3.0	0	0	0	0	0	0	1	0	2	3	1.0	0.0	5.0
1387	thomsjo01	2004	1	ATL	NL	33	66	3	13	1	0	0	4.0	0.0	0.0	0	24.0	0.0	0.0	10.0	0.0	2.0	2004	ATL	NL	33	33.0	31	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1389	thursjo01	2004	1	LAN	NL	17	17	1	3	1	1	0	1.0	0.0	0.0	0	5.0	0.0	0.0	0.0	1.0	0.0	2004	LAN	NL	17	0.0	17	4.0	0	0	0	4	0	0	0	0	0	0	0.0	12.0	1.0
1390	tiffete01	2004	1	MIN	AL	17	44	7	12	4	0	2	8.0	0.0	0.0	3	3.0	0.0	1.0	0.0	0.0	2.0	2004	MIN	AL	17	12.0	17	13.0	0	0	1	0	12	0	0	0	0	0	1.0	3.0	0.0
1392	tomkobr01	2004	1	SFN	NL	33	62	3	7	1	0	0	0.0	0.0	0.0	2	27.0	0.0	0.0	13.0	0.0	1.0	2004	SFN	NL	33	31.0	33	32.0	32	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
1393	tonismi01	2004	1	KCA	AL	2	6	0	0	0	0	0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	1.0	2004	KCA	AL	2	2.0	2	2.0	0	2	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1394	torcato01	2004	1	SFN	NL	13	9	1	5	0	0	0	2.0	0.0	0.0	1	0.0	0.0	1.0	0.0	1.0	0.0	2004	SFN	NL	13	0.0	13	0.0	0	0	0	0	0	0	0	0	0	0	0.0	12.0	1.0
1396	torresa01	2004	1	PIT	NL	84	2	0	1	1	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	PIT	NL	84	0.0	82	84.0	84	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1397	torreyo01	2004	1	SFN	NL	64	172	19	39	7	3	6	23.0	2.0	0.0	17	31.0	3.0	2.0	4.0	1.0	7.0	2004	SFN	NL	64	45.0	64	59.0	0	59	0	0	0	0	0	0	0	0	0.0	4.0	4.0
1398	towerjo01	2004	1	TOR	AL	21	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	2.0	0.0	1.0	2004	TOR	AL	21	21.0	1	21.0	21	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1399	trachst01	2004	1	NYN	NL	35	59	6	11	1	0	0	5.0	0.0	0.0	1	17.0	0.0	0.0	11.0	0.0	1.0	2004	NYN	NL	35	33.0	33	33.0	33	0	0	0	0	0	0	0	0	0	0.0	1.0	1.0
1400	tracyan01	2004	1	COL	NL	15	16	1	3	1	0	0	1.0	0.0	0.0	1	8.0	0.0	0.0	0.0	0.0	0.0	2004	COL	NL	15	1.0	15	1.0	0	0	0	0	1	0	0	0	0	0	0.0	14.0	0.0
1401	tracych01	2004	1	ARI	NL	143	481	45	137	29	3	8	53.0	2.0	3.0	45	60.0	3.0	0.0	1.0	5.0	11.0	2004	ARI	NL	143	122.0	143	138.0	0	0	11	0	135	0	1	0	0	1	0.0	10.0	0.0
1402	treanma01	2004	1	FLO	NL	29	55	7	13	2	0	0	1.0	0.0	0.0	4	13.0	0.0	2.0	0.0	0.0	3.0	2004	FLO	NL	29	14.0	29	27.0	0	27	0	0	0	0	0	0	0	0	0.0	3.0	0.0
1405	tuckemi01	2004	1	SFN	NL	140	464	77	119	21	6	13	62.0	5.0	2.0	70	106.0	3.0	2.0	6.0	5.0	5.0	2004	SFN	NL	140	114.0	140	124.0	0	0	0	0	0	0	0	25	106	124	0.0	19.0	1.0
1406	tucketj01	2004	1	MON	NL	54	12	1	1	0	0	0	0.0	0.0	0.0	0	4.0	0.0	0.0	0.0	0.0	0.0	2004	MON	NL	54	1.0	51	54.0	54	0	0	0	0	0	0	0	0	0	0.0	2.0	0.0
1407	turnbde01	2004	1	ANA	AL	4	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	ANA	AL	4	0.0	3	4.0	4	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1408	uptonbj01	2004	1	TBA	AL	45	159	19	41	8	2	4	12.0	4.0	1.0	15	46.0	0.0	1.0	1.0	1.0	1.0	2004	TBA	AL	45	41.0	45	30.0	0	0	0	0	13	16	1	0	0	1	14.0	3.0	0.0
1411	uribeju01	2004	1	CHA	AL	134	502	82	142	31	6	23	74.0	9.0	11.0	32	96.0	1.0	3.0	11.0	5.0	10.0	2004	CHA	AL	134	121.0	134	130.0	0	0	0	77	27	38	0	0	0	0	2.0	8.0	3.0
1412	utleych01	2004	1	PHI	NL	94	267	36	71	11	2	13	57.0	4.0	1.0	15	40.0	1.0	2.0	1.0	2.0	6.0	2004	PHI	NL	94	57.0	94	63.0	0	0	13	50	0	0	0	0	0	0	0.0	34.0	0.0
1413	valdeis01	2004	1	SDN	NL	23	35	4	6	3	0	0	5.0	0.0	0.0	2	9.0	0.0	0.0	3.0	1.0	1.0	2004	FLO	NL	11	11.0	11	11.0	11	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1418	valdewi01	2004	1	CHA	AL	19	43	8	10	1	0	1	4.0	1.0	2.0	2	5.0	0.0	0.0	1.0	0.0	1.0	2004	CHA	AL	19	12.0	19	17.0	0	0	0	5	0	12	0	0	0	0	0.0	3.0	1.0
1419	valener01	2004	1	NYN	NL	130	270	39	72	15	2	13	34.0	0.0	1.0	28	61.0	4.0	1.0	0.0	1.0	10.0	2004	NYN	NL	130	55.0	130	68.0	0	0	27	0	0	0	32	0	14	46	0.0	64.0	2.0
1420	valenja01	2004	1	CIN	NL	82	202	18	47	10	1	6	20.0	0.0	0.0	17	36.0	3.0	1.0	0.0	2.0	4.0	2004	CIN	NL	82	47.0	82	61.0	0	55	7	0	0	0	0	0	0	0	0.0	23.0	2.0
1421	valenjo03	2004	1	CHA	AL	125	450	73	97	20	3	30	70.0	8.0	6.0	43	139.0	4.0	3.0	6.0	2.0	5.0	2004	CHA	AL	125	119.0	125	122.0	0	0	0	0	0	122	0	0	0	0	2.0	5.0	0.0
1422	valenjo04	2004	1	CIN	NL	24	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	CIN	NL	24	1.0	23	24.0	24	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1424	vanbejo01	2004	1	PIT	NL	6	8	2	1	0	0	1	2.0	0.0	0.0	1	3.0	0.0	0.0	2.0	0.0	0.0	2004	PIT	NL	6	5.0	6	6.0	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1425	vandejo02	2004	1	CIN	NL	42	51	2	6	2	0	2	4.0	0.0	0.0	4	20.0	0.0	0.0	0.0	0.0	0.0	2004	CIN	NL	42	7.0	42	11.0	0	0	4	0	0	0	0	0	7	7	0.0	32.0	0.0
1426	vanpoto01	2004	1	CIN	NL	48	17	1	3	0	0	0	1.0	0.0	0.0	1	6.0	0.0	0.0	5.0	0.0	0.0	2004	CIN	NL	48	11.0	47	48.0	48	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1427	vargacl01	2004	1	MON	NL	45	22	0	1	0	0	0	0.0	0.0	0.0	0	8.0	0.0	0.0	7.0	0.0	1.0	2004	MON	NL	45	14.0	42	45.0	45	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0
1428	varitja01	2004	1	BOS	AL	137	463	67	137	30	1	18	73.0	10.0	3.0	62	126.0	9.0	10.0	0.0	1.0	11.0	2004	BOS	AL	137	122.0	137	130.0	0	130	0	0	0	0	0	0	0	0	1.0	13.0	0.0
1430	vazquja01	2004	1	NYA	AL	32	4	1	1	1	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	1.0	0.0	1.0	2004	NYA	AL	32	32.0	2	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1431	vazqura01	2004	1	SDN	NL	52	115	12	27	3	2	1	13.0	1.0	1.0	11	24.0	2.0	0.0	4.0	2.0	2.0	2004	SDN	NL	52	24.0	52	41.0	0	0	3	10	9	22	0	0	0	0	0.0	18.0	1.0
1433	venturo01	2004	1	LAN	NL	102	152	19	37	3	0	5	28.0	0.0	0.0	22	31.0	1.0	0.0	0.0	1.0	3.0	2004	LAN	NL	102	25.0	102	50.0	1	0	40	0	11	0	0	0	0	0	0.0	61.0	0.0
1434	vidrojo01	2004	1	MON	NL	110	412	51	121	24	0	14	60.0	3.0	1.0	49	43.0	7.0	0.0	4.0	2.0	14.0	2004	MON	NL	110	108.0	110	105.0	0	0	0	105	0	0	0	0	0	0	4.0	2.0	0.0
1435	villabr01	2004	1	ARI	NL	20	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	ARI	NL	20	0.0	15	20.0	20	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1439	vinafe01	2004	1	DET	AL	29	115	21	26	5	0	0	7.0	2.0	1.0	9	9.0	0.0	5.0	1.0	1.0	6.0	2004	DET	AL	29	28.0	29	29.0	0	0	0	29	0	0	0	0	0	0	0.0	0.0	1.0
1440	vizcajo01	2004	1	HOU	NL	138	358	34	98	21	3	3	33.0	1.0	1.0	20	39.0	5.0	0.0	5.0	2.0	8.0	2004	HOU	NL	138	78.0	138	105.0	0	0	8	37	21	64	0	0	0	0	0.0	45.0	2.0
1442	vizquom01	2004	1	CLE	AL	148	567	82	165	28	3	7	59.0	19.0	6.0	57	62.0	0.0	1.0	20.0	6.0	12.0	2004	CLE	AL	148	141.0	148	147.0	0	0	0	0	0	147	0	0	0	0	0.0	5.0	1.0
1443	vogelry01	2004	1	PIT	NL	33	31	2	7	2	0	0	3.0	0.0	0.0	2	13.0	0.0	0.0	10.0	1.0	1.0	2004	PIT	NL	33	26.0	32	31.0	31	0	0	0	0	0	0	0	0	0	0.0	2.0	0.0
1445	wagnebi02	2004	1	PHI	NL	46	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	PHI	NL	46	0.0	42	46.0	46	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1447	wakefti01	2004	1	BOS	AL	32	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	BOS	AL	32	30.0	1	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1450	walkela01	2004	1	COL	NL	38	108	22	35	9	3	6	20.0	2.0	0.0	25	23.0	2.0	4.0	0.0	1.0	2.0	2004	COL	NL	38	30.0	38	34.0	0	0	0	0	0	0	0	0	34	34	1.0	5.0	0.0
1454	walketo04	2004	1	CHN	NL	129	372	60	102	19	4	15	50.0	0.0	3.0	43	52.0	8.0	4.0	1.0	4.0	2.0	2004	CHN	NL	129	88.0	129	95.0	0	0	5	89	0	0	1	0	0	1	0.0	36.0	0.0
1455	walkety01	2004	1	SFN	NL	52	7	0	0	0	0	0	0.0	0.0	0.0	0	5.0	0.0	0.0	0.0	0.0	0.0	2004	SFN	NL	52	0.0	48	52.0	52	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1456	wardda01	2004	1	PIT	NL	79	293	39	73	17	2	15	57.0	0.0	0.0	22	45.0	3.0	3.0	0.0	3.0	8.0	2004	PIT	NL	79	73.0	79	74.0	0	0	71	0	0	0	0	0	12	12	0.0	5.0	0.0
1457	wasdijo01	2004	1	TEX	AL	15	3	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	TEX	AL	15	10.0	1	15.0	15	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1458	washbja01	2004	1	ANA	AL	25	5	0	2	0	0	0	1.0	0.0	0.0	0	0.0	0.0	0.0	2.0	0.0	0.0	2004	ANA	AL	25	25.0	3	25.0	25	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1460	wayneju01	2004	1	FLO	NL	19	3	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	1.0	0.0	0.0	2004	FLO	NL	19	1.0	19	19.0	19	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1470	weaveje01	2004	1	LAN	NL	35	70	3	15	2	1	0	2.0	0.0	0.0	1	26.0	0.0	0.0	7.0	0.0	0.0	2004	LAN	NL	35	34.0	33	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0
1471	webbbr01	2004	1	ARI	NL	35	64	3	6	0	0	0	4.0	0.0	0.0	3	36.0	0.0	0.0	4.0	0.0	0.0	2004	ARI	NL	35	35.0	33	35.0	35	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1475	wellsda01	2004	1	SDN	NL	31	57	2	6	0	0	0	3.0	0.0	0.0	3	24.0	0.0	1.0	8.0	0.0	1.0	2004	SDN	NL	31	31.0	29	31.0	31	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1476	wellski01	2004	1	PIT	NL	25	43	4	8	3	1	0	0.0	0.0	0.0	3	20.0	0.0	0.0	4.0	0.0	0.0	2004	PIT	NL	25	24.0	23	24.0	24	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
1477	wellsve01	2004	1	TOR	AL	134	536	82	146	34	2	23	67.0	9.0	2.0	51	83.0	2.0	2.0	0.0	1.0	17.0	2004	TOR	AL	134	133.0	134	131.0	0	0	0	0	0	0	0	131	0	131	3.0	1.0	0.0
1478	wendetu01	2004	1	COL	NL	12	2	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1.0	2004	COL	NL	12	0.0	12	12.0	12	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1479	werthja01	2004	1	LAN	NL	89	290	56	76	11	3	16	47.0	4.0	1.0	30	85.0	0.0	4.0	1.0	1.0	1.0	2004	LAN	NL	89	70.0	89	79.0	0	0	0	0	0	0	65	6	14	79	1.0	10.0	4.0
1480	westbja01	2004	1	CLE	AL	33	3	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	1.0	0.0	0.0	2004	CLE	AL	33	30.0	2	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1481	wheelda01	2004	1	NYN	NL	32	5	1	1	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	1.0	0.0	0.0	2004	HOU	NL	14	0.0	14	14.0	14	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1490	whitero02	2004	1	DET	AL	121	448	76	121	21	2	19	67.0	1.0	2.0	39	77.0	4.0	8.0	0.0	3.0	13.0	2004	DET	AL	121	116.0	121	74.0	0	0	0	0	0	0	74	0	0	74	43.0	5.0	0.0
1492	wiggity01	2004	1	NYN	NL	86	312	46	89	23	2	12	42.0	6.0	1.0	23	48.0	4.0	1.0	1.0	2.0	11.0	2004	NYN	NL	86	81.0	86	85.0	0	0	5	25	66	0	0	0	0	0	0.0	3.0	0.0
